Trip Id,Destination,Country,Start_Date,End_Date,Duration_Days,Traveler_Name,Gender,Nationality,Amount_Spent,People_Visited,Annual_Visitors,Trip_Budget,Destination_Economy,Transportation,Travel_Type,Annual_Tourism_Income
583,Sydney,Australia,17-05-2025,02-06-2025,16,Vincent Edwards MD,Male,India,3312,1,2197821,4902,Low,Car,Solo,29339201955
584,Dubai,UAE,14-10-2024,22-10-2024,8,Harold Ellis,Female,China,1987,1,1170258,3886,Medium,Cruise,Solo,26336822876
585,Paris,France,09-04-2025,06-05-2025,27,Rebecca Sellers,Female,Namibia,8884,1,1843629,9521,High,Train,Solo,27439114547
586,Rome,Italy,20-09-2023,02-10-2023,12,Emily Allen,Male,Brazil,4353,3,7534998,5736,Low,Train,Business,26664516195
587,Tokyo,Japan,06-12-2023,09-12-2023,3,Charles Price,Male,Nauru,6146,3,8088550,7202,High,Car,Business,25514217912
588,Sydney,Australia,01-11-2023,08-11-2023,7,Jenny Tucker,Other,Martinique,9135,2,7759527,10527,High,Cruise,Couple,29339201955
589,Cape Town,South Africa,05-01-2025,28-01-2025,23,Tara Thompson,Other,Chad,9045,3,5924517,10131,High,Train,Solo,28898545230
590,Sydney,Australia,31-07-2024,12-08-2024,12,Cody Wilkinson,Female,Nicaragua,7053,3,2712506,7774,Low,Air,Business,29339201955
591,Tokyo,Japan,27-08-2023,10-09-2023,14,Tiffany Washington,Female,Congo,7987,5,239537,9495,Medium,Bus,Family,25514217912
592,Paris,France,10-04-2025,07-05-2025,27,Justin Delgado,Female,Ireland,5099,5,3979150,6830,Low,Cruise,Family,27439114547
593,Dubai,UAE,29-12-2024,14-01-2025,16,Michael Wallace Jr.,Other,Monaco,7461,4,4292561,7895,High,Bus,Couple,26336822876
594,Dubai,UAE,09-08-2023,20-08-2023,11,Connie Johnson,Male,Czech Republic,7217,2,8767278,8882,High,Car,Family,26336822876
595,Cape Town,South Africa,06-09-2024,04-10-2024,28,Richard Cunningham,Female,Sierra Leone,7065,2,1248634,7538,Low,Car,Solo,28898545230
596,Sydney,Australia,02-03-2025,24-03-2025,22,Jorge Armstrong III,Female,Mauritius,4758,5,8354323,5242,Medium,Air,Group,29339201955
597,Paris,France,16-04-2025,06-05-2025,20,Kimberly Sherman PhD,Male,Kazakhstan,3346,1,4833096,3997,Low,Bus,Solo,27439114547
598,Dubai,UAE,13-09-2024,18-09-2024,5,Jeffery Fitzgerald,Male,Palau,541,4,3743811,1341,Medium,Car,Couple,26336822876
599,Bangkok,Thailand,19-02-2025,08-03-2025,17,Shaun Johnson,Other,Estonia,819,3,1445920,2646,Low,Air,Family,28843595717
600,Rome,Italy,12-04-2024,17-04-2024,5,Angie Grimes,Other,British Indian Ocean Territory (Chagos Archipelago),8002,2,3324451,9936,Medium,Bus,Solo,26664516195
601,New York,USA,10-03-2025,06-04-2025,27,Christine Rojas,Other,Portugal,4378,4,7531651,4984,High,Air,Group,25136471294
602,Sydney,Australia,14-04-2024,10-05-2024,26,Lisa Patterson,Male,New Zealand,8838,2,8032696,9734,High,Car,Family,29339201955
603,Tokyo,Japan,02-11-2023,25-11-2023,23,Robin Trujillo,Other,Mongolia,991,5,8839692,1341,Medium,Bus,Family,25514217912
604,Dubai,UAE,14-04-2024,28-04-2024,14,Linda Jackson,Male,Romania,3868,1,4058849,5264,Medium,Car,Solo,26336822876
605,Tokyo,Japan,29-02-2024,28-03-2024,28,Derek Hodge,Female,United Arab Emirates,9879,1,6740561,11595,Low,Air,Solo,25514217912
606,Barcelona,Spain,25-12-2024,22-01-2025,28,Brandy Brady,Other,Isle of Man,8086,5,2700333,8946,Low,Train,Group,25858011842
607,Sydney,Australia,29-06-2025,04-07-2025,5,Donald Rios,Other,Reunion,5844,1,1102860,6672,High,Train,Business,29339201955
608,New York,USA,19-05-2025,26-05-2025,7,Charles Morris,Female,Egypt,4112,3,9467565,5826,High,Car,Couple,25136471294
609,Dubai,UAE,27-02-2025,02-03-2025,3,Jenna Thomas,Other,Niue,6489,3,2360430,7102,Low,Bus,Couple,26336822876
610,Cape Town,South Africa,10-02-2024,22-02-2024,12,Jaime Jones,Other,South Africa,8329,2,9607677,8811,High,Car,Family,28898545230
611,Sydney,Australia,30-05-2025,10-06-2025,11,Jennifer Brady,Other,Puerto Rico,9385,2,1255557,10572,Low,Bus,Family,29339201955
612,London,UK,13-07-2025,02-08-2025,20,Jordan Freeman,Female,Morocco,7739,1,8588562,8615,High,Train,Solo,27521149477
613,Barcelona,Spain,18-07-2023,17-08-2023,30,Sarah Davis,Female,Kuwait,4212,3,1162698,5660,High,Bus,Group,25858011842
614,Cape Town,South Africa,21-11-2024,15-12-2024,24,Heather Brown,Female,Marshall Islands,9335,2,4850117,10095,Medium,Car,Solo,28898545230
615,New York,USA,20-05-2024,08-06-2024,19,Jeffrey Lewis,Other,Ethiopia,1392,1,2277250,1857,Low,Train,Solo,25136471294
616,Sydney,Australia,23-03-2024,01-04-2024,9,Gail Lane,Male,Monaco,821,5,6619606,2268,Medium,Cruise,Business,29339201955
617,Barcelona,Spain,09-05-2025,20-05-2025,11,Mr. Michael Williams,Male,Bolivia,6302,2,1289067,6428,Low,Bus,Solo,25858011842
618,Sydney,Australia,14-11-2024,12-12-2024,28,Julia Martinez,Other,Togo,1294,3,9462020,2916,Medium,Car,Solo,29339201955
619,Barcelona,Spain,16-11-2023,27-11-2023,11,Aaron Rubio,Other,Cook Islands,966,1,5198672,1225,Low,Cruise,Solo,25858011842
620,New York,USA,01-01-2025,27-01-2025,26,Sonia Turner,Male,Tunisia,9010,4,3278618,9505,High,Train,Business,25136471294
621,Tokyo,Japan,10-07-2025,30-07-2025,20,Anna Ward,Other,Belize,9444,4,1870234,11113,High,Cruise,Family,25514217912
622,Sydney,Australia,30-04-2024,25-05-2024,25,Mariah Williams,Other,Nigeria,7297,1,2898595,9019,Low,Cruise,Couple,29339201955
623,Cape Town,South Africa,10-03-2024,23-03-2024,13,Nicole Patterson,Other,Bermuda,2891,5,7532510,3712,Medium,Cruise,Family,28898545230
624,Bangkok,Thailand,13-01-2025,29-01-2025,16,Daniel Miller,Other,Namibia,7354,3,4138654,8607,High,Train,Couple,28843595717
625,Cape Town,South Africa,08-01-2024,03-02-2024,26,Jill Smith,Female,Guam,6198,4,7607800,7111,Low,Air,Family,28898545230
626,Barcelona,Spain,11-04-2025,14-04-2025,3,Scott Benson,Other,Lesotho,2513,3,210206,3228,Low,Train,Family,25858011842
627,Paris,France,10-09-2023,07-10-2023,27,Brandon Shaffer,Other,Bosnia and Herzegovina,4821,5,8677712,6060,High,Cruise,Group,27439114547
628,New York,USA,16-03-2024,20-03-2024,4,Edwin Reyes,Female,Suriname,6127,2,2422104,6769,Medium,Cruise,Group,25136471294
629,Dubai,UAE,20-02-2025,03-03-2025,11,Margaret Byrd,Female,Bangladesh,1805,5,6807501,3070,Low,Air,Family,26336822876
630,Sydney,Australia,01-09-2024,09-09-2024,8,Lisa Martin,Female,Guernsey,9740,1,5139762,9916,High,Cruise,Couple,29339201955
631,New York,USA,28-01-2025,24-02-2025,27,Paul Gillespie,Male,New Zealand,5778,3,7386418,6731,Low,Train,Business,25136471294
632,Paris,France,31-12-2024,23-01-2025,23,Daniel Mosley,Other,Burundi,6566,1,5213416,7739,Low,Car,Business,27439114547
633,Barcelona,Spain,20-02-2025,27-02-2025,7,Nicholas Bell,Female,Japan,8531,2,2670227,8734,High,Bus,Couple,25858011842
634,Barcelona,Spain,17-03-2024,07-04-2024,21,Danielle Newman,Other,Egypt,1775,2,7346678,2468,Medium,Train,Group,25858011842
635,Bangkok,Thailand,18-09-2024,23-09-2024,5,Michelle Mitchell,Female,Wallis and Futuna,9662,1,9296471,10579,Medium,Air,Couple,28843595717
636,Cape Town,South Africa,03-01-2025,19-01-2025,16,Ryan Liu,Other,Costa Rica,2436,2,8168540,3681,Low,Bus,Couple,28898545230
637,Barcelona,Spain,22-08-2024,31-08-2024,9,Chelsea Myers,Other,Oman,8889,2,4165372,9135,Medium,Bus,Family,25858011842
638,Barcelona,Spain,28-08-2023,02-09-2023,5,Rebecca Allen,Male,Hungary,7076,4,6228174,7889,Low,Car,Family,25858011842
639,Barcelona,Spain,12-10-2023,04-11-2023,23,Mark Jones,Male,Tuvalu,5294,2,5967267,6656,Medium,Cruise,Group,25858011842
640,Sydney,Australia,26-07-2023,30-07-2023,4,Dr. Bonnie Valencia,Male,Mongolia,3571,3,2717098,5222,High,Air,Solo,29339201955
641,Paris,France,07-06-2024,17-06-2024,10,Michael Farmer,Other,Zimbabwe,2719,3,330406,3522,High,Air,Family,27439114547
642,Sydney,Australia,06-03-2025,24-03-2025,18,Kevin Smith,Male,Cuba,5737,2,9126233,6270,Low,Cruise,Business,29339201955
643,London,UK,16-08-2023,05-09-2023,20,Tiffany Sanders,Female,France,2615,1,6418411,3908,High,Cruise,Solo,27521149477
644,London,UK,16-11-2024,24-11-2024,8,Pamela Henderson,Male,Iran,4953,2,4651347,5161,Medium,Air,Solo,27521149477
645,Rome,Italy,19-09-2023,13-10-2023,24,Kimberly Hernandez,Female,Belize,6201,1,420081,6900,High,Bus,Group,26664516195
646,Rome,Italy,13-03-2024,01-04-2024,19,Thomas Mccann,Other,Cape Verde,1931,3,8231281,3806,High,Cruise,Solo,26664516195
647,Tokyo,Japan,05-09-2024,14-09-2024,9,Kevin Hines,Other,Pakistan,7803,5,460516,7984,Low,Cruise,Family,25514217912
648,Bangkok,Thailand,26-12-2024,13-01-2025,18,Emily Kim,Female,Zimbabwe,2872,1,5918001,4373,Medium,Car,Family,28843595717
649,Dubai,UAE,04-05-2025,23-05-2025,19,David Middleton,Female,Brazil,1315,3,6595644,3238,Low,Cruise,Family,26336822876
650,Dubai,UAE,03-07-2024,10-07-2024,7,Amy Wade,Female,Palestinian Territory,6736,2,1572955,8330,Medium,Cruise,Business,26336822876
651,Dubai,UAE,11-02-2025,27-02-2025,16,Adam Taylor,Male,Algeria,9686,2,7254895,10425,High,Car,Couple,26336822876
652,Cape Town,South Africa,21-11-2023,28-11-2023,7,Gregory Holmes PhD,Male,Eritrea,2570,5,9182410,4070,Low,Train,Family,28898545230
653,Cape Town,South Africa,23-11-2023,30-11-2023,7,Paul Marks,Female,Saint Martin,2678,5,2751604,3428,Low,Cruise,Business,28898545230
654,New York,USA,04-06-2025,12-06-2025,8,Steven Rogers,Female,Japan,2684,1,5446688,4586,Medium,Bus,Family,25136471294
655,Sydney,Australia,13-02-2024,10-03-2024,26,Deborah Proctor,Other,Nigeria,4785,2,3253002,5103,Low,Train,Solo,29339201955
656,Barcelona,Spain,14-09-2023,06-10-2023,22,Jorge Brown PhD,Female,Chad,9590,5,3974049,10911,Low,Train,Solo,25858011842
657,Bangkok,Thailand,27-04-2024,02-05-2024,5,Raymond Shannon,Other,Peru,8108,2,8527608,9940,High,Bus,Family,28843595717
658,Tokyo,Japan,28-01-2025,27-02-2025,30,Patrick Smith,Female,Togo,8351,4,2407080,8786,Low,Train,Solo,25514217912
659,Rome,Italy,17-05-2025,13-06-2025,27,Angel Cox,Male,Uruguay,4721,4,3833840,6341,High,Train,Group,26664516195
660,New York,USA,10-11-2023,18-11-2023,8,Tyler Johnson,Female,Spain,8327,3,7776330,10244,Low,Bus,Couple,25136471294
661,Paris,France,25-06-2025,17-07-2025,22,Mary Walker,Other,Egypt,6532,3,6712751,7884,High,Cruise,Business,27439114547
662,Cape Town,South Africa,04-06-2024,23-06-2024,19,Erica Mckenzie,Other,Montenegro,930,5,1934023,1954,Medium,Air,Group,28898545230
663,Cape Town,South Africa,01-05-2024,21-05-2024,20,Michael Williams,Female,Czech Republic,943,5,6599457,2100,High,Air,Group,28898545230
664,London,UK,01-04-2025,18-04-2025,17,Amber Morales,Female,Turkey,5289,3,7840121,5729,Medium,Car,Business,27521149477
665,Paris,France,12-07-2024,06-08-2024,25,Patricia Collins,Other,Benin,2630,4,7678236,2915,High,Cruise,Solo,27439114547
666,Tokyo,Japan,18-09-2024,15-10-2024,27,Jacob Carter,Other,Slovenia,9252,2,6694565,10198,Medium,Bus,Solo,25514217912
667,Tokyo,Japan,09-03-2024,26-03-2024,17,Dana Richardson,Other,Lithuania,3608,4,1612963,4220,Medium,Train,Solo,25514217912
668,New York,USA,08-03-2025,14-03-2025,6,Morgan Payne,Other,South Africa,7662,3,1531206,8834,High,Bus,Business,25136471294
669,Barcelona,Spain,23-01-2024,31-01-2024,8,Timothy Johnson,Female,Mauritania,9316,4,836621,10989,Low,Car,Business,25858011842
670,Tokyo,Japan,11-04-2024,19-04-2024,8,Melissa Smith,Male,Grenada,3230,1,7139412,3960,Medium,Bus,Family,25514217912
671,Tokyo,Japan,18-07-2023,24-07-2023,6,Jamie Rojas,Male,Gambia,3623,1,4346497,3748,Medium,Bus,Couple,25514217912
672,Cape Town,South Africa,05-10-2023,02-11-2023,28,William Barnes,Male,Bahamas,8384,2,3738539,9689,High,Bus,Couple,28898545230
673,Rome,Italy,04-11-2023,21-11-2023,17,Anna Morse,Male,Ukraine,407,2,9282868,1076,High,Cruise,Group,26664516195
674,Paris,France,03-05-2025,11-05-2025,8,Mercedes Watson,Male,San Marino,1202,3,716077,1599,Low,Cruise,Business,27439114547
675,London,UK,20-09-2023,03-10-2023,13,Kathy Walsh,Male,India,1103,1,7095376,1568,Low,Car,Business,27521149477
676,Barcelona,Spain,13-09-2023,04-10-2023,21,Amy Bates,Other,Bulgaria,3206,4,9813442,4043,Low,Air,Family,25858011842
677,Bangkok,Thailand,16-01-2024,30-01-2024,14,Samuel Howe,Female,India,1408,4,9335372,1640,Medium,Bus,Group,28843595717
678,New York,USA,11-01-2025,05-02-2025,25,Erika Chavez,Female,Djibouti,5693,5,7041705,6867,Low,Train,Business,25136471294
679,Paris,France,13-09-2023,19-09-2023,6,Brandy Carrillo,Other,Botswana,8966,1,8214518,10548,High,Cruise,Family,27439114547
680,Rome,Italy,14-11-2023,06-12-2023,22,Jerry Edwards,Female,British Indian Ocean Territory (Chagos Archipelago),4554,5,9749293,5930,Medium,Train,Business,26664516195
681,Barcelona,Spain,05-09-2024,23-09-2024,18,Randy Hayes,Other,Kyrgyz Republic,8454,4,3118342,10363,High,Train,Family,25858011842
682,Dubai,UAE,07-02-2024,10-02-2024,3,Ann Aguirre,Male,Gabon,692,4,2078465,2302,Low,Cruise,Couple,26336822876
683,Rome,Italy,18-04-2025,22-04-2025,4,Lindsey Lewis,Female,Togo,6028,5,3662439,6151,High,Train,Family,26664516195
684,London,UK,27-03-2024,24-04-2024,28,Michael Schmitt,Male,Indonesia,5342,3,8600841,6568,Medium,Air,Solo,27521149477
685,Bangkok,Thailand,18-08-2024,31-08-2024,13,Edwin Wilkins,Female,China,9621,5,588508,11425,Low,Train,Family,28843595717
686,Bangkok,Thailand,10-08-2023,03-09-2023,24,Sarah Hawkins,Female,Mayotte,8074,1,2377572,9160,Low,Bus,Business,28843595717
687,Bangkok,Thailand,27-01-2024,13-02-2024,17,Brian Leon,Female,British Virgin Islands,1217,5,5122154,2474,High,Car,Business,28843595717
688,Cape Town,South Africa,26-07-2023,29-07-2023,3,Richard Walker,Male,Congo,9760,3,6032348,9995,Low,Car,Solo,28898545230
689,Bangkok,Thailand,16-04-2025,01-05-2025,15,Michael Pace,Other,Belize,9053,2,9679482,10393,Medium,Train,Business,28843595717
690,New York,USA,11-10-2024,10-11-2024,30,Sylvia Jones,Female,Bahrain,5452,1,4654970,6399,Low,Bus,Group,25136471294
691,Bangkok,Thailand,17-12-2023,03-01-2024,17,Jill Anderson,Female,United Kingdom,3841,5,5172059,4299,Low,Car,Solo,28843595717
692,Dubai,UAE,05-05-2025,10-05-2025,5,Erin Williams,Female,Kyrgyz Republic,8590,1,8197744,10543,High,Train,Group,26336822876
693,Bangkok,Thailand,25-08-2023,12-09-2023,18,Kenneth Underwood,Other,Indonesia,8879,3,5591819,9272,Low,Cruise,Group,28843595717
694,Dubai,UAE,05-08-2024,31-08-2024,26,Michael Thompson,Male,Croatia,7826,4,8863492,8163,Low,Car,Solo,26336822876
695,Barcelona,Spain,21-06-2025,21-07-2025,30,Douglas Stephenson,Male,Antigua and Barbuda,5760,4,874096,6071,High,Car,Solo,25858011842
696,Barcelona,Spain,04-11-2024,01-12-2024,27,Danielle Phillips,Female,Isle of Man,3738,3,3464763,4232,Medium,Car,Business,25858011842
697,Bangkok,Thailand,01-06-2025,28-06-2025,27,Amy Ramirez,Female,Burundi,2227,3,2605186,2649,Medium,Air,Solo,28843595717
698,Barcelona,Spain,06-06-2024,26-06-2024,20,Stephen Fox,Other,Niue,1977,2,9202121,2794,High,Car,Family,25858011842
699,Tokyo,Japan,31-03-2025,25-04-2025,25,Alicia Reyes,Female,Rwanda,9705,2,2973517,9950,Medium,Cruise,Family,25514217912
700,Cape Town,South Africa,20-04-2024,07-05-2024,17,Richard Cooper,Male,Monaco,2431,1,7997632,4380,High,Air,Solo,28898545230
701,Rome,Italy,10-08-2024,14-08-2024,4,Devin Johnson,Male,Nauru,7287,4,3102836,8830,High,Cruise,Couple,26664516195
702,Barcelona,Spain,03-01-2024,17-01-2024,14,Robert Campbell,Female,Sudan,5744,2,9050391,6004,Medium,Cruise,Group,25858011842
703,New York,USA,17-07-2024,15-08-2024,29,Pamela Key,Other,Cayman Islands,7972,1,7743434,8707,High,Bus,Couple,25136471294
704,Dubai,UAE,02-10-2023,12-10-2023,10,David Ferguson,Male,Somalia,4527,3,6677959,5002,High,Car,Family,26336822876
705,Sydney,Australia,28-06-2025,16-07-2025,18,Pamela Gould,Male,Montserrat,1370,4,1993930,2189,Medium,Bus,Group,29339201955
706,London,UK,04-05-2025,31-05-2025,27,Mrs. Taylor Frey,Female,China,9715,2,8621981,10025,Medium,Air,Family,27521149477
707,Cape Town,South Africa,30-11-2023,23-12-2023,23,Evan Rojas,Male,Guinea-Bissau,5249,5,7833874,6169,High,Bus,Group,28898545230
708,Barcelona,Spain,25-06-2025,05-07-2025,10,Michele Bell,Other,Mongolia,2905,4,6539371,3140,Medium,Train,Business,25858011842
709,Rome,Italy,26-09-2024,24-10-2024,28,Travis Copeland,Female,Sudan,9593,3,9235645,11114,Low,Train,Solo,26664516195
710,Barcelona,Spain,31-05-2025,29-06-2025,29,Kimberly Thompson,Female,Argentina,2173,5,7866314,2939,High,Air,Couple,25858011842
711,Tokyo,Japan,25-09-2023,07-10-2023,12,Kyle Smith,Female,Lesotho,1440,5,1924432,2943,High,Bus,Family,25514217912
712,Sydney,Australia,17-07-2023,09-08-2023,23,Lucas Drake,Other,Guam,1307,1,3750919,3080,Low,Cruise,Solo,29339201955
713,Tokyo,Japan,23-01-2025,16-02-2025,24,Robert Oneill,Male,Bahamas,7721,5,4990613,8619,High,Cruise,Couple,25514217912
714,Dubai,UAE,03-08-2023,12-08-2023,9,Michael Thomas,Other,Bouvet Island (Bouvetoya),5487,3,9667650,7213,High,Car,Couple,26336822876
715,Bangkok,Thailand,04-05-2025,09-05-2025,5,Holly Jones,Other,Romania,433,5,8663491,1360,Low,Car,Solo,28843595717
716,Bangkok,Thailand,12-12-2024,01-01-2025,20,Brian Turner,Male,Burkina Faso,313,5,6127124,637,Medium,Air,Group,28843595717
717,Rome,Italy,16-11-2023,11-12-2023,25,Jessica Fowler,Other,Libyan Arab Jamahiriya,6759,3,6522144,7690,Medium,Bus,Business,26664516195
718,Dubai,UAE,02-12-2024,26-12-2024,24,Michael Hoffman,Male,Tuvalu,8080,2,3257922,9317,Medium,Car,Couple,26336822876
719,Tokyo,Japan,07-07-2025,19-07-2025,12,Heather Wade,Other,Suriname,2356,2,294661,2602,High,Air,Group,25514217912
720,Sydney,Australia,30-11-2023,24-12-2023,24,Nicholas Phillips,Female,Christmas Island,2524,1,2402174,3939,Medium,Bus,Business,29339201955
721,Rome,Italy,02-02-2025,24-02-2025,22,Michael Berry,Male,Thailand,7744,5,7215631,8974,Medium,Bus,Family,26664516195
722,Dubai,UAE,06-03-2025,14-03-2025,8,Amanda Guzman,Female,Uruguay,421,5,8457686,2255,High,Train,Business,26336822876
723,London,UK,05-04-2025,21-04-2025,16,Connie Cunningham,Other,Vietnam,9742,3,661397,9919,High,Bus,Family,27521149477
724,New York,USA,05-08-2024,26-08-2024,21,Patrick Young,Female,Ghana,1611,2,8931661,3470,Medium,Bus,Business,25136471294
725,New York,USA,24-11-2023,13-12-2023,19,Tracey Underwood,Other,Paraguay,1749,2,8026422,3140,High,Air,Business,25136471294
726,Barcelona,Spain,24-11-2024,06-12-2024,12,Gabriela Smith,Other,Cote d'Ivoire,1164,3,9076368,2858,Low,Bus,Couple,25858011842
727,Cape Town,South Africa,26-01-2024,13-02-2024,18,Hayley Buchanan,Other,Saint Helena,5731,4,6020923,7465,Medium,Car,Group,28898545230
728,Paris,France,17-07-2023,11-08-2023,25,Jeffrey Barnes,Other,Chad,5281,5,4469510,5506,High,Bus,Business,27439114547
729,Tokyo,Japan,03-06-2025,24-06-2025,21,Stephen Bell,Male,Honduras,5080,5,557985,5767,Medium,Air,Group,25514217912
730,Cape Town,South Africa,03-10-2023,08-10-2023,5,Rachel Lane,Female,Senegal,4429,2,4813926,5092,Medium,Air,Solo,28898545230
731,Barcelona,Spain,31-12-2024,08-01-2025,8,Jerry Lloyd,Other,Antigua and Barbuda,2776,4,6303657,4530,Low,Car,Group,25858011842
732,Sydney,Australia,02-03-2024,10-03-2024,8,Dean Garcia,Other,Guam,842,3,1516021,1239,High,Train,Couple,29339201955
733,Rome,Italy,26-11-2023,23-12-2023,27,Candace Jones,Female,Western Sahara,4198,4,2906547,4729,High,Car,Solo,26664516195
734,London,UK,13-06-2025,10-07-2025,27,Gail Galloway,Male,Uganda,1160,2,7884878,2076,Medium,Car,Couple,27521149477
735,Cape Town,South Africa,25-07-2024,04-08-2024,10,Jessica Valdez,Female,Netherlands,6690,4,4506118,7087,High,Bus,Solo,28898545230
736,London,UK,07-06-2025,05-07-2025,28,Anthony Rivera,Female,Comoros,6558,3,8996176,8056,Low,Air,Business,27521149477
737,Bangkok,Thailand,29-05-2024,28-06-2024,30,Miranda Blair,Female,Estonia,4766,3,4635319,5412,Low,Car,Business,28843595717
738,Rome,Italy,11-12-2024,28-12-2024,17,David Williams,Other,Montenegro,4261,5,3370310,5425,Medium,Train,Family,26664516195
739,Cape Town,South Africa,15-09-2024,18-09-2024,3,Brittany Ward,Other,Japan,438,1,300679,1380,Low,Cruise,Solo,28898545230
740,Sydney,Australia,23-09-2023,07-10-2023,14,Matthew Greene,Male,Cook Islands,4941,3,3339337,5110,Low,Cruise,Solo,29339201955
741,Paris,France,30-09-2023,22-10-2023,22,Christopher Carter,Other,Belgium,3852,5,2143299,5402,Low,Air,Business,27439114547
742,Tokyo,Japan,18-07-2024,02-08-2024,15,Elizabeth Sanders,Other,Liechtenstein,9574,2,1959671,11098,Low,Car,Family,25514217912
743,Sydney,Australia,11-06-2025,05-07-2025,24,Anna Stephens,Male,Colombia,7729,3,7263592,9246,High,Car,Family,29339201955
744,Tokyo,Japan,30-04-2024,27-05-2024,27,Jaclyn Griffin,Male,Estonia,4843,1,6522301,5738,Medium,Air,Family,25514217912
745,London,UK,22-06-2024,30-06-2024,8,Darrell Adams,Female,Bahamas,1437,4,3466669,2786,Medium,Train,Couple,27521149477
746,New York,USA,11-11-2023,18-11-2023,7,Mary Miller,Other,Guatemala,7365,2,1882574,9334,Medium,Car,Solo,25136471294
747,Paris,France,04-04-2025,09-04-2025,5,Tracy Lawrence,Male,Mexico,9660,3,7580659,9798,Medium,Train,Solo,27439114547
748,Paris,France,02-09-2023,26-09-2023,24,Sabrina Barnes,Female,Martinique,4665,2,5633643,6617,Medium,Cruise,Solo,27439114547
749,Cape Town,South Africa,31-12-2024,25-01-2025,25,Karen Keith,Female,Lebanon,8133,4,6876531,9961,High,Air,Business,28898545230
750,Dubai,UAE,05-03-2024,08-03-2024,3,Steven Klein,Female,Macao,8198,1,9616773,9394,Medium,Car,Family,26336822876
751,Rome,Italy,02-10-2024,06-10-2024,4,Rebecca Byrd,Other,Nicaragua,1785,3,9069540,3632,Medium,Air,Couple,26664516195
752,London,UK,08-11-2023,01-12-2023,23,Peter Thompson,Male,Chad,3193,5,759867,4079,High,Train,Family,27521149477
753,Rome,Italy,28-12-2023,03-01-2024,6,Beth Henderson,Other,Pitcairn Islands,6186,4,1523756,8098,High,Bus,Group,26664516195
754,Tokyo,Japan,19-06-2024,23-06-2024,4,Rodney Hernandez,Male,Nauru,715,5,4101116,1816,Medium,Air,Business,25514217912
755,London,UK,02-02-2024,20-02-2024,18,Nicholas Aguirre,Other,Benin,7661,1,721473,8455,Low,Car,Solo,27521149477
756,Rome,Italy,13-05-2024,19-05-2024,6,Kristen Gates,Male,Maldives,8870,4,9102006,9275,High,Cruise,Group,26664516195
757,New York,USA,06-07-2024,10-07-2024,4,Alexandria Graves,Other,Myanmar,2619,4,419824,3684,High,Air,Group,25136471294
758,Tokyo,Japan,25-08-2024,28-08-2024,3,Ashley Hernandez,Male,Mongolia,1118,3,1732292,2152,High,Train,Business,25514217912
759,New York,USA,15-10-2024,13-11-2024,29,Traci Garcia,Male,Botswana,2170,4,3800592,2399,Low,Bus,Family,25136471294
760,Rome,Italy,26-09-2024,09-10-2024,13,Rachel Dillon,Male,Turkmenistan,9736,5,2404005,10494,Low,Air,Business,26664516195
761,Tokyo,Japan,09-04-2024,22-04-2024,13,Deborah Pena,Male,Montenegro,2278,3,2469560,3929,Medium,Train,Family,25514217912
762,Cape Town,South Africa,31-10-2024,08-11-2024,8,Christopher Powell,Female,Nicaragua,4291,5,782814,4664,Low,Cruise,Couple,28898545230
763,Tokyo,Japan,31-10-2024,03-11-2024,3,Jennifer Foster,Female,Turkmenistan,1622,1,221198,2089,Low,Cruise,Family,25514217912
764,Rome,Italy,30-03-2024,24-04-2024,25,Amber Alvarez,Female,Ethiopia,2379,2,2500615,3789,Medium,Cruise,Couple,26664516195
765,Rome,Italy,12-06-2025,22-06-2025,10,George Leon,Male,Georgia,916,5,3119906,2484,Medium,Cruise,Solo,26664516195
766,London,UK,19-02-2024,04-03-2024,14,Shannon Cohen,Female,Trinidad and Tobago,374,5,4053366,867,Low,Cruise,Solo,27521149477
767,Barcelona,Spain,10-01-2024,24-01-2024,14,William Ramos,Other,Sweden,8615,2,7888252,10292,High,Train,Family,25858011842
768,Paris,France,22-03-2024,31-03-2024,9,Jason Brewer,Male,Comoros,2744,4,8446913,3205,Low,Air,Solo,27439114547
769,Bangkok,Thailand,24-06-2024,06-07-2024,12,Rodney Figueroa,Male,Senegal,7421,3,5708533,8784,Medium,Air,Solo,28843595717
770,Paris,France,21-08-2024,10-09-2024,20,Samantha Robertson,Male,Cayman Islands,2889,1,8237979,4043,Low,Air,Group,27439114547
771,Sydney,Australia,05-09-2023,26-09-2023,21,Jonathon Taylor,Other,Thailand,5640,4,3434495,7270,High,Car,Group,29339201955
772,New York,USA,27-08-2024,09-09-2024,13,Alyssa Lee,Male,Syrian Arab Republic,1906,2,7022203,3787,Low,Bus,Group,25136471294
773,New York,USA,19-12-2023,06-01-2024,18,Danielle Bryant,Other,Uruguay,8236,1,7412602,8632,Low,Cruise,Couple,25136471294
774,Tokyo,Japan,21-04-2024,06-05-2024,15,Denise Colon,Female,Macedonia,2534,4,3357379,3928,Medium,Car,Group,25514217912
775,Bangkok,Thailand,20-05-2024,27-05-2024,7,Becky Johnson,Male,Holy See (Vatican City State),9617,1,4807756,9996,Low,Bus,Couple,28843595717
776,Rome,Italy,30-07-2024,07-08-2024,8,Cassandra Harrell,Female,Myanmar,3902,3,2730468,5618,High,Cruise,Group,26664516195
777,Barcelona,Spain,17-09-2024,07-10-2024,20,Christopher Kline,Male,San Marino,1716,4,8853827,2817,Low,Cruise,Couple,25858011842
